text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,label
b'Wonder if it will bypass important phase 3 safety trial because of unprecedented circumstances Ummm I m wagering',2020-10-24 09:14:44,,en,,,11339,6202,"Former biochemist now Health Practitioner, lover of good health, horses & AFL. Opinions my own, thank you for following me.",,1313246196,2013-03-29 10:00:41,False,False,http://www.chitemple.com.au,27,259,False,,580,True,Silvia Russo,,chitempleCM,True,C0DEED,http://pbs.twimg.com/profile_images/764421988223823872/fTiRn-Qn_normal.jpg,,1319930312189566977,0,False,Twitter for iPhone,False,0,quarantine
b'Normalise beating politicians when they re giving public speeches',2020-10-24 09:14:44,,en,,,31692,142887,Music Producer | Pencil Artist | Music Artist | All Social Media - @armvellous Email For Inquiries - itsakmarveh@gmail.com,where the vibe is.,369059070,2011-09-06 17:59:14,False,False,http://youtube.com/AkMarv,9,6008,False,,6110,False,AK Marv,,Armvellous,True,131516,http://pbs.twimg.com/profile_images/1310319139601494018/mwlnGUS1_normal.jpg,,1319930313120845826,0,False,Twitter for Android,False,0,quarantine
b'Go to a German hospital with suspected Covid you are immediately tested you are then sent to a red zone if positi',2020-10-24 09:14:45,,en,,,5671,9102,“The whole future lies in uncertainty; live immediately”.,Mineshafts. Southern China,1104339598208049153,2019-03-09 11:14:12,False,False,,3,94,False,,610,True,"Oumaumua. Stargazer, Virus Avoider.",,oumaumua,False,F5F8FA,http://pbs.twimg.com/profile_images/1104340052254044161/DKH6WLSF_normal.jpg,,1319930316744699904,0,False,Twitter for iPad,False,0,quarantine
b'It s a loyalty test He s a horrible rancid human',2020-10-24 09:14:45,,en,,,2459,2217,,,965859680584167424,2018-02-20 08:04:27,False,False,,0,15,False,,620,True,Shan marty,,shan_marty,False,F5F8FA,http://pbs.twimg.com/profile_images/1229272131441168386/FG3eQ4eU_normal.jpg,,1319930318581882880,0,False,Twitter Web App,False,0,quarantine
b'The wait for a COVID 19 testing appointment from CityTestSF as of 2 14 AM is SoMa 10 days Embarcadero 8 days',2020-10-24 09:14:46,,en,,,10,929,"How long does it take to get a COVID-19 testing appointment at San Francisco's CityTestSF testing sites?
A bot by @zachlipton","San Francisco, CA",1278856739710894080,2020-07-03 01:03:20,False,False,,2,108,False,,0,True,SFCovidTestWait,,SFCovidTestWait,False,F5F8FA,http://pbs.twimg.com/profile_images/1278860971289612289/eWlfTw-__normal.jpg,,1319930320385343489,0,False,trapped in a bot factory,False,0,quarantine
b'High rate of false positive Covid 19 test results causes growing alarm',2020-10-24 09:14:47,,en,,,2772,15130,"Ceidiog PR is a dynamic, results-driven, cost-effective public relations and social media company.",North Wales,857987000,2012-10-02 12:38:13,False,False,http://www.ceidiog.com/pr/,29,1859,False,,2990,False,Ceidiog PR,,CeidiogPR,False,C0DEED,http://pbs.twimg.com/profile_images/2673157191/a96675b6d8afe3400b43e111301e75d4_normal.jpeg,,1319930325208879104,0,False,Twitter Web App,False,0,quarantine
b'OCTOBER 24 The Ministry of Public Health MoPH Qatar announces 254 new COVID 19 cases and 269 recoveries Among',2020-10-24 09:14:47,,en,,,2968,27681,The latest and greatest about #Qatar from the QL Team! Tweet using #QatarLiving and we will share! Follow us on Instagram @QatarLiving,Qatar,10032712,2007-11-07 14:15:51,True,False,http://www.qatarliving.com,305,410670,False,,179,False,Qatar Living,,qatarliving,True,FFFFFF,http://pbs.twimg.com/profile_images/1317213696964333568/MxlYQMBz_normal.jpg,,1319930327855472646,0,False,Twitter for iPhone,False,0,quarantine
b'No Thanksgiving thanks to COVID 19 Liz Wheeler',2020-10-24 09:14:51,,en,,,49356,504007,Too many people are ASLEEP=TIME TO WAKE UP!!  *MAGA - GOD AND COUNTRY,The USA,2841714842,2014-10-05 21:17:01,False,False,,149,12210,False,,13231,True,BK,,BKaysac,True,C0DEED,http://pbs.twimg.com/profile_images/1045033669658902530/9XO74iI2_normal.jpg,,1319930343898648578,0,False,Twitter for iPad,False,0,quarantine
b'Nurses play a crucial role and are the heroes on the frontline during the ongoing COVID 19 crisis We are more grat',2020-10-24 09:14:52,,en,,,4298,3432,Enjoying The Twilight Years.,New Delhi,1222796923897290752,2020-01-30 08:21:52,False,False,,0,197,False,,892,True,Kamal Chopra,,KKChopra11,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1319930347111419904,0,False,Twitter Web App,False,0,quarantine
b'pearse Just a quick hop across the pond there exists A nationwide system that cares for 6 million pats',2020-10-24 09:14:56,,en,,,348,213,"One who sciences @ LSHTM and US Dept of Veterans Affairs

Views are my own","London, England",887619852986351617,2017-07-19 10:27:18,False,False,https://orcid.org/0000-0002-1408-7907,1,158,False,,92,True,Christopher T. Rentsch,,DarthCTR,False,F5F8FA,http://pbs.twimg.com/profile_images/1237812422079102976/Hvj_fOXm_normal.jpg,,1319930364735983619,0,False,Twitter for iPhone,False,0,quarantine
b'What the f k has non essential items has to do with controlling covid 19',2020-10-24 09:14:57,,en,,,6400,10238,"fair play ,easygoing,Yorkshireman.","Sheffield, England",1176514397340127232,2019-09-24 15:11:31,False,False,,1,179,False,,231,True,Martyn David,,MartynDavid2,False,F5F8FA,http://pbs.twimg.com/profile_images/1280049572425932800/_FCSfk3K_normal.jpg,,1319930367936221184,0,False,Twitter for Android,False,0,quarantine
b'Reports reaching us suggest that a covid 19 palliatives warehouse is currently being harvested heavily in Benin Details shortly',2020-10-24 09:14:58,,en,,,2595,75559,"Fashion. Lifestyle. Entertainment. 24/7 News...... For inquiries, contact: Instablog9ja@gmail.com",,754393222563102720,2016-07-16 19:12:15,False,False,http://www.instablog9ja.com,144,369559,False,,8,True,Instablog9ja,,instablog9ja,False,F5F8FA,http://pbs.twimg.com/profile_images/1319655300702621699/eb2Vke_4_normal.jpg,,1319930372763881472,0,False,Twitter for Android,False,0,quarantine
b'Chinese yellow dust could bring Covid 19 into the North Korea',2020-10-24 09:14:58,,en,,,9,154626,We cover news from all The Frontiers of the world,"Peshawar, Pakistan",285061652,2011-04-20 13:21:08,False,False,http://www.thefrontierpost.com,58,4817,False,,93,False,The Frontier Post,,TheFrontierPost,True,000000,http://pbs.twimg.com/profile_images/1312259593288978434/4SmBQ-MG_normal.jpg,,1319930373548236800,0,False,WordPress.com,False,0,quarantine
b'No beds for Covid 19 patients amid fears of a second wave',2020-10-24 09:15:00,,en,,,2332,573572,"We are Nation, Africa’s #1 independent media brand. We are committed to transforming Africa through empowering audiences by informing, educating & engaging them",Kenya,25979455,2009-03-23 10:15:38,True,False,https://nation.africa/kenya,2137,2220601,False,,266,False,Nation Africa,,NationAfrica,True,C0DEED,http://pbs.twimg.com/profile_images/1299964674147004416/nop9JfMt_normal.jpg,,1319930379625779202,0,False,TweetDeck,False,0,quarantine
b'Taree s Antique and Classic Car Club wants to take its cars to other regions for communities to enjoy COVID 19 pu',2020-10-24 09:15:00,,en,,,3884,104104,"NBN News - Every night at 6pm. News, Sport and Weather covering the Central Coast to the Gold Coast",Australia,17332980,2008-11-12 05:43:02,True,False,http://www.nbnnews.com.au,279,18795,False,,682,False,NBN News,,nbnnews,True,FFFFFF,http://pbs.twimg.com/profile_images/904597465801703424/_wGOtc8Z_normal.jpg,,1319930379629985792,0,False,TweetDeck,False,0,quarantine
b'A TEENAGER whose dad died of Covid 19 earlier this year has been nominated for a Proud of Barnsley award after rais',2020-10-24 09:15:00,,en,,,343,14384,"WAB brings news to you in an informal way. Find us at http://facebook.com/wearebarnsley
Don't forget to grab your FREE Barnsley Independent paper every Tuesday!",Barnsley,38639817,2009-05-08 10:13:33,False,False,http://www.wearebarnsley.com,96,15809,False,,454,False,We Are Barnsley (WAB),,wearebarnsley,True,CC0000,http://pbs.twimg.com/profile_images/318157565/Facebook_logo_normal.jpg,,1319930379550117888,0,False,TweetDeck,False,0,quarantine
b'Les trennes is a beautiful six bedroom luxury chalet in Verbier sleeping up to 12 people Available for New Year',2020-10-24 09:15:00,,en,,,751,4868,This hand-picked selection of no more than 100 of the very best chalets in the luxury chalet rental market reflects the most luxurious chalets available.,UK,468203026,2012-01-19 08:46:32,False,False,https://www.ultimateluxurychalets.com/,84,1738,False,,1140,False,Ultimate Chalets,,UltimateChalets,True,C0DEED,http://pbs.twimg.com/profile_images/994874598561808386/JcW9mAD4_normal.jpg,,1319930379545919488,0,False,TweetDeck,False,0,quarantine
b'I think the new World Order is so powerful and governments are so corrupt that they would happily spray people with',2020-10-24 09:15:00,,en,,,17244,235686,"Abolish the UN.
alt account @IluminatiParty",UK,100337625,2009-12-29 22:34:37,False,False,,150,4077,False,,4659,False,© theUKtoday District 7,,theUKtoday,False,131516,http://pbs.twimg.com/profile_images/1308653935339745280/CstCAIBf_normal.jpg,,1319930381668356097,0,False,Twitter for Android,False,0,quarantine
b'Iga wi tek tweets she and her team don t have coronavirus symptoms and get tested regularly They ll go on quaran',2020-10-24 09:15:01,,en,,,45120,11790,a lot of poland and middle east / photographer / i write sometimes / @arabizmy,"Kraków, Poland",323389807,2011-06-24 19:02:16,False,False,https://abumarkey.github.io/,21,677,False,,4999,False,Marek 🏳️‍🌈,,abumarkey,True,000000,http://pbs.twimg.com/profile_images/1319540541776928768/14j6TMq6_normal.jpg,,1319930383056707584,0,False,Twitter Web App,False,0,quarantine
b'Latest worldwide COVID 19 data 42 548 025 cases 1 150 140 deaths A 2 7 fatality rate',2020-10-24 09:15:01,,en,,,32,55166,Timely updates on COVID-19 data.,,1238957626756661248,2020-03-14 22:38:17,False,False,http://github.com/igorecarrasco/covidbot,15,1174,False,,303,True,COVIDBot,,COVID19_bot,False,F5F8FA,http://pbs.twimg.com/profile_images/1239187645080764416/QvNU8sJu_normal.jpg,,1319930384558280704,0,False,COVID19_bot_,False,0,quarantine
b'Agreed But seriously what is Covid 19 palliatives still doing in the warehouses 6 months after it was',2020-10-24 09:15:02,,en,,,126,324,"proud father, facilitator, technologist, industrialist and businessman",,480320716,2012-02-01 11:07:22,False,False,,1,85,False,,724,True,Ike Okorafor,,Ike_Okorafor,True,C0DEED,http://pbs.twimg.com/profile_images/514258171267796992/ocEJJOEw_normal.jpeg,,1319930387083251712,0,False,Twitter for iPhone,False,0,quarantine
b'University of Dayton freshman Michael Lang of La Grange has died from COVID 19 at the age of 18',2020-10-24 09:15:02,,en,,,781,241633,"Follow ABC 7 Chicago news for Chicago news, weather, sports and the most experienced Chicago news team","Chicago, Illinois",17028405,2008-10-28 20:47:08,True,False,https://abc7chicago.com/,3637,794585,False,,1591,False,ABC 7 Chicago,,ABC7Chicago,True,1F27B5,http://pbs.twimg.com/profile_images/1095472008127627265/9q9RSasl_normal.png,,1319930388790366209,0,False,True Anthem,False,0,quarantine
b'1 116 respondents i stop this is so funny',2020-10-24 09:15:03,,en,,,29359,32749,luqman hakim's no. 1 fan,,833937582002229248,2017-02-21 07:13:08,False,False,https://helppalestine.carrd.co/,0,296,False,,211,True,aida 🦀,,4idachan,True,F5F8FA,http://pbs.twimg.com/profile_images/1305797459814219776/t-nOHRVq_normal.jpg,,1319930391994589185,0,False,Twitter for Android,False,0,quarantine
b'HEADLINE Citizens in Plateau State Helps Government in Effective Distribution of COVID 19 Palliatives EndBadGovernanceInNigeria EndSARS',2020-10-24 09:15:03,,en,,,1986,3104,MedLabScientist | Lead @BlockMalaria | Lead Strategist @MedLabConvo |#SDGAdvocate | #MalariaActivist | Champion @malarianomoreuk | Fellow @mcnpartners | GEN- AA,"Jos, Nigeria",4900497443,2016-02-12 07:16:49,False,False,http://www.ymifoundations.wordpress.com,2,488,False,,512,True,Odinaka Kingsley Obeta 🇳🇬,,ObetaOdinaka,False,F5F8FA,http://pbs.twimg.com/profile_images/1253996962233409536/SUmtWc2F_normal.jpg,,1319930392460337152,0,False,Twitter for Android,False,0,quarantine
b'Shah Rukh Khan donates 2000 PPE kits to Chhattisgarh COVID 19 warriors',2020-10-24 09:15:03,,en,,,1885,12309,•Tech nut •Sports fan •Film buff •Music fanatic •Book reader •Gamer •Gadget collector •Animal lover,"Bangalore, India",2931520832,2014-12-15 19:12:52,False,False,,9,160,False,,81,True,Mahima SInghla,,aapkimahima,False,C0DEED,http://pbs.twimg.com/profile_images/544572834031222784/3Ckz9Be4_normal.jpeg,,1319930393332645891,0,False,dlvr.it,False,0,quarantine
b'AstraZeneca J amp J resuming US tests of COVID 19 vaccines',2020-10-24 09:15:05,,en,,,53,114935,"Japan's English-language daily since 1922. The English website of the Mainichi Shimbun newspaper, in print since 1872.
FB: https://www.facebook.com/themainichi/","Tokyo, Japan",43852658,2009-06-01 08:17:17,True,False,http://mainichi.jp/english/,3137,44469,False,,5,False,The Mainichi (Japan Daily News),,themainichi,False,C0DEED,http://pbs.twimg.com/profile_images/876619175149555712/Mr142dNU_normal.jpg,,1319930400265981952,0,False,Hootsuite Inc.,False,0,quarantine
b'Robin Hood',2020-10-24 09:15:05,,en,,,2049,9783,"✯ Communications Strategist 
✯ Content Developer 
✯ Public Relations Professional 
✯ LinkedIn Evangelist 
✯ Team Chelsea FC 
✯ Rock Music","Lagos, Nigeria",28031089,2009-04-01 02:35:21,False,False,http://ng.linkedin.com/in/oluwadamilolaayinde/,32,1290,False,,1388,False,Oluwadamilola,,Oluwaday,True,C0DEED,http://pbs.twimg.com/profile_images/1255527929888604165/-_0avsVl_normal.jpg,,1319930401314529280,0,False,Twitter for iPhone,False,0,quarantine
b'afl GrandFinal gabba Security at GABBA must be the same company as Melbourne hotel quarantine',2020-10-24 09:15:05,,en,,,877,1250,,,167718752,2010-07-17 09:07:55,False,False,,0,19,False,,23,False,Robert Welsh,,RobertWelsh,False,000000,http://pbs.twimg.com/profile_images/1292142407367012352/vw4iHLIG_normal.jpg,,1319930401830305794,0,False,Twitter Web App,False,0,quarantine
b'There are currently no travel restrictions within NorthYorkshire but you should avoid travelling into areas with',2020-10-24 09:15:06,,en,,,1133,39059,"We provide #localgov services across #NorthYorkshire, England's largest rural county. We reply during office hours Monday to Friday.",North Yorkshire,21298953,2009-02-19 13:48:26,True,False,http://www.northyorks.gov.uk,386,35586,False,,243,False,North Yorkshire CC,,northyorkscc,True,1B3668,http://pbs.twimg.com/profile_images/1108025483210485760/4grWfYEG_normal.png,,1319930404737089539,0,False,Hootsuite Inc.,False,0,quarantine
b'can you advise if I have negative covid test in UK within 48hrs of flying i can enter Berlin withou',2020-10-24 09:15:06,,en,,,2660,3236,"love travel and f1
environmental scientist/safety engineer",,1272458531132903424,2020-06-15 09:19:00,False,False,,0,17,False,,102,True,Michelle,,Livelaugh2020,False,F5F8FA,http://pbs.twimg.com/profile_images/1272458693280518145/jhj0hTQQ_normal.jpg,,1319930406335111169,0,False,Twitter for Android,False,0,quarantine
b'3 down in anambra At covid 19 palliative agu awka',2020-10-24 09:15:07,,en,,,30,63,Joke,,1233205034386624513,2020-02-28 01:39:41,False,False,,0,2,False,,35,True,Calistus Berg,,berg_calistus,False,F5F8FA,http://pbs.twimg.com/profile_images/1306907045707341825/PNlChFNM_normal.jpg,,1319930410005123073,0,False,Twitter for Android,False,0,quarantine
b'I swear during summer quarantine I felt great the entire time and since school started back up I feel like shit all',2020-10-24 09:15:08,,en,,,19753,7334,@okcthunder • @dodgers • @lions—————————————————————#ThunderUp | #RIP24💔| #BLM,"Michigan, USA",1203440183322038272,2019-12-07 22:24:41,False,False,,0,451,False,,416,True,ᴋᴜʀᴛ💫,,LovesPatches,False,F5F8FA,http://pbs.twimg.com/profile_images/1318052334933598210/Rl-sB7nV_normal.jpg,,1319930413717086208,0,False,Twitter for iPhone,False,0,quarantine
b'The first time i met her Harriet Harman once stared into my beautiful eyes and told me that the cure to Covid 19 i',2020-10-24 09:15:09,,en,,,3,32736,"Sources come to me 'cos they know me yeah. ITV, West Ham (Posh Seats), RobotPeston (as in #RobotPeston show, 10.45pm Weds). Parody, obviously.",Westminster,1186973858995363840,2019-10-23 11:53:22,False,False,,2,255,False,,0,True,Robot Peston 💙,,RobotPeston,False,F5F8FA,http://pbs.twimg.com/profile_images/1186975293761904640/6-7_3YvW_normal.png,,1319930420226555904,0,False,RobotPeston,False,0,quarantine
b'Bias ass poll',2020-10-24 09:15:10,,en,,,2939,3327,"Child of God. Malaysian🇲🇾. I enjoy politics like you enjoy football. Right in the West, Left in Malaysia. If you hate the West, please come here.",,2963313500,2015-01-07 15:25:38,False,False,,0,60,False,,188,True,Joshua Farn,,joshuafarn99,False,C0DEED,http://pbs.twimg.com/profile_images/1298824378017173504/E1oNIK2l_normal.jpg,,1319930423103795200,0,False,Twitter for iPhone,False,0,quarantine
b'Give the money to living legends',2020-10-24 09:15:11,,en,,,12984,8985,Love Dogs and horses,"Victoria, Australia",1490221554,2013-06-07 12:05:54,False,False,,2,254,False,,892,True,🤪,,snowwueen,True,C0DEED,http://pbs.twimg.com/profile_images/1318746200078626816/ZeFrJCA0_normal.jpg,,1319930426123640833,0,False,Twitter for Android,False,0,quarantine
b'Jos covid 19 palliative warehouse found dis morning Life and direct EndSARS',2020-10-24 09:15:11,,en,,,96,33,keep it burning 🔥🔥🔥 Medical Laboratory Scientist 💉🔬.. loading,"Jos, Nigeria",1291376602400600065,2020-08-06 14:13:18,False,False,,0,12,False,,100,True,Whiz Raphido,,ObohRaphael1,False,F5F8FA,http://pbs.twimg.com/profile_images/1291377127988895744/VclYN9eF_normal.jpg,,1319930428241969152,0,False,Twitter for Android,False,0,quarantine
b'Just found a picture of myself from high school when I was in my best physical shape Embarrassing how far I ve let',2020-10-24 09:15:14,,en,,,582,431,"21 | Chicagoland Suburbs | Bradley University MLH major, BLW minor | BU FGC President | BU Smash Bros VP","Spider-verse, preferably ",1186048834067140608,2019-10-20 22:37:38,False,False,,1,28,False,,135,True,Jake Roy,,JRFGC,False,F5F8FA,http://pbs.twimg.com/profile_images/1186051051969011713/rt2NpEOE_normal.jpg,,1319930438501257216,0,False,Twitter for iPhone,False,0,quarantine
b'there is no way out of covid 19 crisis in a flash',2020-10-24 09:15:14,,en,,,1395,1988,"turkish deep twitter, dark, master student, principles, law","Süleymaniye, İstanbul",217184680,2010-11-18 20:30:42,False,False,,0,996,False,,795,False,vanity definitely my favorite sin,,sayingeneral,False,FFCC4D,http://pbs.twimg.com/profile_images/840142866798141442/gRhpZ6mz_normal.jpg,,1319930440438919169,0,False,Twitter Web App,False,0,quarantine
b'DYK has been collecting real time data about the impact of COVID 19 on small businesses Check ou',2020-10-24 09:15:14,,en,,,3011,5392,"Working for #Lumen France as #Marketing Executive, interested by #Network #Cloud #IA #Blockchain #Datacenter #Cybersecurity #Infrastructure #Digital #CDN",France,1090640033831415809,2019-01-30 15:57:01,False,False,https://ir.lumen.com/home/default.aspx,15,2786,False,,4411,False,⭐️ Arnaud Z. ⭐️,,ArnaudZ1,False,000000,http://pbs.twimg.com/profile_images/1090640212819144705/Mcae0fNz_normal.jpg,,1319930439704915968,0,False,EveryoneSocial,False,0,quarantine
b'The size of the COVID 19 epidemic in Germany The death toll has been exceeded 10 000 News by sources',2020-10-24 09:15:15,,en,,,0,9488,http://Box24News.com,,1298776526142550016,2020-08-27 00:17:16,False,False,,0,1,False,,8,True,Box24 News,,Box24News,False,F5F8FA,http://pbs.twimg.com/profile_images/1298776597277880320/ViIUSUMd_normal.png,,1319930444369043456,0,False,WordPress.com,False,0,quarantine
b'Journal Boris Johnson gets to dictate how many human beings you can peacefully interact with Just think ab',2020-10-24 09:15:18,,en,,,144,60646,"Data Scientist. Welsh parents, studied in Scotland for years. The UK government's response to coronavirus has been the biggest overreaction in British history.",Oxford,1269773684518146052,2020-06-07 23:30:22,False,False,,10,1619,False,,672,True,Jeremy Hume,,jeremy_hume,False,F5F8FA,http://pbs.twimg.com/profile_images/1299987007750504450/GlSiVKSP_normal.jpg,,1319930455462977537,0,False,Twitter Web App,False,0,quarantine
b'Science is NOT absolute Nothing is',2020-10-24 09:15:18,,en,,,301,818,"""Ho'oponopono is an ancient Hawaiian healing process, which meansDo the right https://t.co/Lca8KiByAA means clearing your soul of guilt,blame,and anger by claiming forgiveness",searching narrow path,1290807231600943107,2020-08-05 00:33:07,False,False,,0,1,False,,17,True,Hoku,,Hoku32373406,False,F5F8FA,http://pbs.twimg.com/profile_images/1306642923002363905/wjmY747e_normal.jpg,,1319930457316749312,0,False,Twitter Web App,False,0,quarantine
b'Thanks for the update What about when they enter the school gates I am surprised that',2020-10-24 09:15:21,,en,,,55514,9679,PhD researcher & consultant. Value kindness & evidence-based reporting. Married. Lover of Rough Collies 💕 Volunteering by temporarily tracking C19 🔍 No🔑Accs,Lake Leo,130787143,2010-04-08 09:18:25,False,False,,6,1462,False,,231,True,Mirella Sarah,,Mirella_PhD,False,C0DEED,http://pbs.twimg.com/profile_images/837558373688102912/3nH_CLBs_normal.jpg,,1319930467768958976,0,False,Twitter Web App,False,0,quarantine
b'These fools think others are fools too',2020-10-24 09:15:22,,en,,,2482,4045,"CEO KTT clothes and accessories.
Antique merchant.
SME consultant. FUKN ROCKSTAR!!!",Sirius,90256087,2009-11-15 21:49:56,False,False,,0,91,False,,85,False,RoPISH,,Cupid_d_Drifter,False,1A1B1F,http://pbs.twimg.com/profile_images/1318988996337348611/9ctTch0G_normal.jpg,,1319930471392907264,0,False,Twitter for Android,False,0,quarantine
b'ikorodu Did you mistakenly brand the so called b',2020-10-24 09:15:25,,en,,,22041,60215,Nigerian,Lagos.Nigeria,469460368,2012-01-20 16:31:01,False,False,,15,1041,False,,3017,False,KOMOLAFE OLUWABUSUYI,,busuyikomo,True,000000,http://pbs.twimg.com/profile_images/1183669218551750657/Eh6TIWFI_normal.jpg,,1319930483761963008,0,False,Twitter for Android,False,0,quarantine
b'Some hospitals in crisis as US nears high for COVID 19 cases',2020-10-24 09:15:26,,en,,,5824,9751,Apply Now! Welcome to the GBI Summer School Program hosted by @GlobalBioethics! Website at: http://summerschool.globalbioethics.org,"Manhattan, NY     ",3335310965,2015-06-19 18:46:04,False,False,http://summerschool.globalbioethics.org/,18,661,False,,1509,False,"GBI Summer School Online 2020, Aug 3-8!",,GBISummerSchool,True,000000,http://pbs.twimg.com/profile_images/1022472512515579904/aQZHjYGo_normal.jpg,,1319930489621434368,0,False,Twitter Web App,False,0,quarantine
